class,cap-shape,cap-color,bruises,odor,ring-number,ring-type,population,habitat
e,x,y,t,a,o,p,v,d
e,f,g,f,n,o,e,a,g
e,x,y,t,a,o,p,s,g
p,x,n,t,p,o,p,s,u
e,x,n,t,a,o,p,y,g
e,x,y,t,l,o,p,n,g
e,b,w,t,l,o,p,n,m
e,x,y,t,a,o,p,s,m
e,s,n,f,n,o,p,y,u
e,b,y,t,l,o,p,s,m
e,x,w,t,l,o,p,s,m
e,x,w,t,a,o,p,n,g
p,x,n,t,p,o,p,v,g
e,x,n,f,n,o,p,v,u
e,x,y,t,l,o,p,n,g
p,x,n,t,p,o,p,s,g
e,x,y,t,l,o,p,y,p
e,b,y,t,l,o,p,s,g
e,f,n,t,l,o,p,y,p
e,x,w,t,a,o,p,n,g
e,x,y,t,a,o,p,n,g
p,x,n,t,p,o,p,v,g
p,x,n,t,p,o,p,s,u
e,b,y,t,l,o,p,n,g
e,x,w,f,n,o,e,s,g
p,x,w,t,p,o,p,v,g
e,x,n,t,l,o,p,s,p
e,b,w,t,a,o,p,n,m
e,x,y,t,a,o,p,n,g
p,x,n,t,p,o,p,v,u
e,b,y,t,l,o,p,n,g
e,b,w,t,a,o,p,n,g
e,f,y,t,l,o,p,s,g
e,b,w,t,a,o,p,s,g
e,x,y,t,a,o,p,y,g
e,b,y,t,l,o,p,s,m
e,x,y,t,l,o,p,v,d
e,b,y,t,a,o,p,n,m
e,b,y,t,a,o,p,n,m
p,x,w,t,p,o,p,v,u
p,x,w,t,p,o,p,v,g
p,x,n,t,p,o,p,v,u
e,x,w,t,a,o,p,s,m
e,x,n,t,a,o,p,y,g
e,x,y,t,a,o,p,y,g
e,x,w,t,a,o,p,v,d
e,b,w,t,l,o,p,n,g
e,b,y,t,l,o,p,n,m
e,x,g,f,n,o,p,v,u
e,b,y,t,a,o,p,s,m
e,x,w,t,l,o,p,s,g
e,x,n,t,a,o,p,s,p
e,x,y,t,l,o,p,s,m
e,f,w,t,l,o,p,v,d
e,f,w,t,a,o,p,v,d
e,x,w,t,l,o,p,s,m
e,f,y,t,l,o,p,v,d
e,s,g,f,n,o,p,v,u
e,f,y,t,a,o,p,v,d
e,x,n,t,l,o,p,y,g
e,x,y,t,l,o,p,s,g
e,x,y,t,l,o,p,y,p
p,x,n,t,p,o,p,v,g
e,x,y,t,l,o,p,s,m
p,x,w,t,p,o,p,s,u
e,x,y,t,a,o,p,s,g
e,x,w,t,a,o,p,s,g
e,f,y,t,a,o,p,v,d
p,x,n,t,p,o,p,v,g
e,b,w,t,a,o,p,s,g
e,s,g,f,n,o,p,y,u
e,x,y,t,a,o,p,n,g
e,x,g,f,n,o,e,s,g
e,x,y,t,a,o,p,s,m
e,b,w,t,l,o,p,s,g
e,b,y,t,l,o,p,n,m
e,x,w,t,l,o,p,v,d
e,b,w,t,l,o,p,s,g
e,f,n,t,a,o,p,s,g
e,s,g,f,n,o,p,y,u
e,x,w,f,n,o,e,a,g
e,s,n,f,n,o,p,v,u
e,f,n,t,l,o,p,s,p
e,f,y,t,l,o,p,v,d
e,b,y,t,a,o,p,s,g
e,b,y,t,a,o,p,n,m
p,x,n,t,p,o,p,v,g
e,f,n,t,l,o,p,y,p
e,x,y,t,a,o,p,s,g
e,f,y,t,a,o,p,s,g
e,x,w,t,a,o,p,n,g
e,x,y,t,a,o,p,s,m
e,x,y,t,l,o,p,s,g
e,f,n,f,n,o,p,v,u
e,f,y,t,l,o,p,y,p
e,x,g,f,n,o,p,y,u
e,x,y,t,l,o,p,n,g
e,f,n,t,a,o,p,y,p
e,x,y,t,l,o,p,n,g
e,x,y,t,a,o,p,s,m
e,x,n,t,n,o,p,v,d
e,x,w,t,a,o,p,s,m
e,x,y,t,l,o,p,s,p
e,x,w,t,a,o,p,n,m
e,x,w,t,l,o,p,n,g
e,f,y,t,l,o,p,y,g
e,b,y,t,l,o,p,n,g
e,f,w,t,a,o,p,v,d
e,f,g,f,n,o,e,s,g
e,x,w,t,a,o,p,n,g
e,x,w,t,l,o,p,n,g
e,f,y,t,l,o,p,s,g
e,x,w,t,a,o,p,v,d
e,x,y,t,a,o,p,s,g
e,f,y,t,a,o,p,y,g
e,x,y,t,a,o,p,y,p
e,x,y,t,l,o,p,n,g
e,x,n,t,n,o,p,y,d
e,f,y,t,l,o,p,y,g
e,x,w,t,a,o,p,n,g
e,b,y,t,a,o,p,s,m
e,x,y,t,l,o,p,s,m
e,x,n,t,l,o,p,s,g
e,b,y,t,a,o,p,n,g
e,x,w,t,l,o,p,n,m
e,x,w,t,l,o,p,s,m
e,x,y,t,l,o,p,s,g
e,f,y,t,l,o,p,y,p
e,x,w,f,n,o,e,a,g
e,x,n,f,n,o,e,s,g
e,x,w,f,n,o,e,s,g
e,x,y,t,l,o,p,n,m
e,f,w,f,n,o,e,s,g
p,f,n,t,p,o,p,s,g
e,x,g,f,n,o,e,s,g
p,f,n,t,p,o,p,v,u
p,x,n,t,p,o,p,v,g
e,b,w,t,l,o,p,n,g
e,x,g,f,n,o,e,a,g
e,x,w,t,l,o,p,n,g
e,f,g,f,n,o,e,a,g
e,x,g,f,n,o,e,s,g
e,x,w,t,a,o,p,n,g
e,x,w,t,l,o,p,s,m
e,x,g,t,n,o,p,y,d
e,f,n,f,n,o,e,a,g
e,x,w,f,n,o,e,s,g
e,f,n,f,n,o,e,a,g
e,x,n,f,n,o,e,a,g
e,x,y,t,l,o,p,n,g
e,x,y,t,l,o,p,v,d
e,f,w,f,n,o,e,s,g
e,x,n,f,n,o,e,a,g
e,x,g,f,n,o,e,a,g
p,x,n,t,p,o,p,s,u
e,x,g,f,n,o,p,y,u
e,b,w,t,a,o,p,n,m
e,x,g,f,n,o,e,a,g
e,f,g,f,n,o,e,s,g
p,f,n,t,p,o,p,v,g
e,x,y,t,l,o,p,s,g
e,x,n,f,n,o,p,y,u
e,f,w,f,n,o,e,s,g
e,x,y,t,a,o,p,n,m
e,x,n,f,n,o,e,s,g
e,f,g,f,n,o,e,a,g
e,x,e,t,n,o,p,y,d
e,b,y,t,a,o,p,n,g
e,x,w,f,n,o,e,s,g
p,x,w,t,p,o,p,s,g
e,x,g,f,n,o,e,s,g
e,f,g,t,n,o,p,v,d
e,f,n,f,n,o,e,a,g
e,f,w,f,n,o,e,s,g
e,b,w,t,l,o,p,s,g
e,f,n,f,n,o,e,a,g
p,f,n,t,p,o,p,v,u
p,x,w,t,p,o,p,s,u
e,b,y,t,l,o,p,s,g
e,f,g,f,n,o,e,a,g
e,x,g,f,n,o,e,a,g
e,f,n,f,n,o,e,s,g
e,b,w,t,l,o,p,s,m
p,x,w,t,p,o,p,v,u
e,x,n,t,n,o,p,v,d
e,f,w,t,l,o,p,v,d
e,x,y,t,l,o,p,n,m
e,x,n,f,n,o,e,a,g
e,f,w,f,n,o,e,a,g
e,x,n,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,f,g,f,n,o,e,s,g
e,f,g,f,n,o,e,s,g
p,f,n,t,p,o,p,s,g
e,x,n,t,n,o,p,y,d
e,x,n,f,n,o,e,s,g
e,x,w,f,n,o,e,s,g
e,f,n,f,n,o,e,s,g
e,x,n,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
e,x,g,f,n,o,e,s,g
e,f,n,t,n,o,p,y,d
e,x,g,f,n,o,e,s,g
e,b,w,t,l,o,p,n,g
e,x,n,t,n,o,p,y,d
e,x,y,t,l,o,p,s,g
e,f,g,f,n,o,e,a,g
e,f,n,t,n,o,p,y,d
e,x,y,t,l,o,p,s,m
e,f,g,f,n,o,e,s,g
e,x,n,f,n,o,e,s,g
p,x,w,t,p,o,p,s,u
e,x,w,f,n,o,e,s,g
e,f,w,f,n,o,e,a,g
e,x,w,f,n,o,e,a,g
e,x,g,f,n,o,e,a,g
e,x,y,t,l,o,p,n,g
e,x,y,t,l,o,p,n,m
e,x,g,f,n,o,e,a,g
e,x,n,f,n,o,e,s,g
e,f,n,f,n,o,p,v,u
e,f,w,f,n,o,e,s,g
e,f,w,f,n,o,e,a,g
e,x,y,t,l,o,p,s,m
e,f,w,t,a,o,p,v,d
e,b,w,t,l,o,p,n,m
p,f,w,t,p,o,p,v,u
e,x,g,t,n,o,p,y,d
e,f,n,t,l,o,p,y,g
e,f,n,f,n,o,e,s,g
p,x,w,t,p,o,p,v,g
e,x,n,t,l,o,p,y,g
e,x,g,f,n,o,e,a,g
e,x,w,f,n,o,e,a,g
e,f,w,f,n,o,e,s,g
e,x,n,f,n,o,e,a,g
e,x,w,t,l,o,p,s,g
e,x,w,t,a,o,p,s,m
e,x,w,f,n,o,e,s,g
e,f,y,t,a,o,p,s,p
e,f,n,f,n,o,e,s,g
e,f,g,f,n,o,e,s,g
e,f,y,t,a,o,p,v,d
e,f,n,t,l,o,p,s,g
e,x,n,t,n,o,p,y,d
p,f,n,t,p,o,p,s,g
e,x,n,t,n,o,p,v,d
e,f,n,f,n,o,e,a,g
e,b,y,t,a,o,p,n,m
e,b,w,t,a,o,p,n,g
e,x,w,t,a,o,p,s,m
p,f,w,t,p,o,p,v,u
p,f,w,t,p,o,p,s,g
e,x,n,f,n,o,p,v,u
e,f,y,t,l,o,p,v,d
e,x,y,t,l,o,p,n,m
e,x,w,f,n,o,e,a,g
e,x,g,t,n,o,p,y,d
p,x,n,t,p,o,p,v,g
e,x,g,f,n,o,e,s,g
e,f,n,f,n,o,e,s,g
e,x,w,f,n,o,e,s,g
e,f,w,f,n,o,e,a,g
e,x,y,t,a,o,p,s,m
e,f,y,t,a,o,p,v,d
e,x,g,f,n,o,p,y,u
p,x,n,t,p,o,p,s,u
e,x,y,t,a,o,p,y,p
e,f,n,t,a,o,p,s,p
e,x,w,f,n,o,e,a,g
e,x,n,t,n,o,p,v,d
e,x,g,f,n,o,e,a,g
e,x,w,t,a,o,p,s,g
e,x,g,f,n,o,e,s,g
p,f,n,t,p,o,p,s,u
e,x,n,t,n,o,p,v,d
e,x,g,f,n,o,e,a,g
e,x,e,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,x,g,f,n,o,e,a,g
e,x,y,t,l,o,p,s,p
e,x,n,f,n,o,e,s,g
e,b,y,t,l,o,p,s,g
e,x,w,t,l,o,p,v,d
e,f,g,f,n,o,e,s,g
e,x,y,t,l,o,p,n,g
e,x,n,f,n,o,e,s,g
e,f,w,f,n,o,e,a,g
e,x,y,t,l,o,p,v,d
e,x,g,f,n,o,e,s,g
e,x,g,f,n,o,e,s,g
p,f,w,t,p,o,p,s,u
e,f,y,t,l,o,p,v,d
e,x,w,t,a,o,p,s,g
e,f,w,f,n,o,e,a,g
e,x,n,t,n,o,p,v,d
e,x,n,t,l,o,p,s,g
e,x,w,f,n,o,e,a,g
p,f,w,t,p,o,p,v,g
e,x,y,t,a,o,p,s,g
e,x,g,t,n,o,p,y,d
e,f,y,t,l,o,p,s,p
e,f,g,f,n,o,e,a,g
e,f,n,f,n,o,p,y,u
p,f,w,t,p,o,p,v,g
e,f,g,f,n,o,e,s,g
e,x,n,t,l,o,p,s,p
e,f,w,f,n,o,e,a,g
p,f,n,t,p,o,p,v,u
e,b,y,t,l,o,p,n,m
e,f,g,f,n,o,e,s,g
e,b,w,t,l,o,p,n,g
e,f,g,f,n,o,e,s,g
e,b,w,t,l,o,p,n,m
e,x,w,t,l,o,p,n,m
p,f,n,t,p,o,p,v,g
e,x,y,t,l,o,p,s,g
e,s,n,f,n,o,p,y,u
e,x,n,t,a,o,p,y,g
e,f,g,f,n,o,e,a,g
e,f,y,t,l,o,p,v,d
e,x,g,f,n,o,e,a,g
p,f,n,t,p,o,p,v,u
e,x,g,f,n,o,e,a,g
e,x,g,f,n,o,e,a,g
e,x,g,f,n,o,e,s,g
p,x,n,t,p,o,p,s,g
e,x,n,f,n,o,e,a,g
e,f,w,f,n,o,e,s,g
e,x,g,f,n,o,e,s,g
p,x,n,t,p,o,p,s,g
e,f,n,f,n,o,e,a,g
e,f,w,f,n,o,e,a,g
p,x,w,t,p,o,p,v,u
e,f,g,f,n,o,e,a,g
e,b,y,t,l,o,p,n,g
e,x,n,f,n,o,e,a,g
e,f,n,f,n,o,e,a,g
p,f,w,t,p,o,p,s,g
e,x,n,t,a,o,p,s,g
e,f,w,f,n,o,e,a,g
e,f,n,t,l,o,p,s,g
e,f,g,f,n,o,e,s,g
e,f,g,f,n,o,e,s,g
e,f,g,f,n,o,e,s,g
e,f,n,f,n,o,e,s,g
e,x,g,f,n,o,e,s,g
e,x,w,f,n,o,e,s,g
e,f,w,f,n,o,e,a,g
e,x,n,f,n,o,e,s,g
e,x,n,t,n,o,p,v,d
e,f,y,t,a,o,p,v,d
e,x,w,f,n,o,e,s,g
e,f,w,f,n,o,e,a,g
e,b,y,t,a,o,p,n,g
e,x,w,f,n,o,e,a,g
e,x,g,f,n,o,e,a,g
p,f,n,t,p,o,p,v,u
e,x,g,f,n,o,e,a,g
p,x,n,t,p,o,p,s,g
e,f,w,f,n,o,e,s,g
e,x,w,t,a,o,p,n,g
e,x,n,f,n,o,e,s,g
e,x,n,t,n,o,p,y,d
e,b,y,t,l,o,p,s,g
e,f,w,f,n,o,e,a,g
e,x,n,f,n,o,e,a,g
e,f,w,f,n,o,e,a,g
e,x,n,t,n,o,p,v,d
e,f,w,f,n,o,e,s,g
e,x,w,f,n,o,e,a,g
e,x,n,f,n,o,e,a,g
e,x,w,f,n,o,e,s,g
e,f,g,f,n,o,e,s,g
e,x,g,f,n,o,e,a,g
e,x,g,f,n,o,e,a,g
e,f,n,f,n,o,e,a,g
e,f,w,f,n,o,e,a,g
e,f,n,t,a,o,p,y,p
p,x,w,t,p,o,p,v,g
e,f,g,f,n,o,e,a,g
p,x,w,t,p,o,p,v,g
e,b,w,t,a,o,p,s,m
e,x,g,f,n,o,e,s,g
e,f,g,f,n,o,e,a,g
e,f,w,f,n,o,e,s,g
e,f,g,f,n,o,e,s,g
e,b,w,t,a,o,p,n,g
e,x,g,f,n,o,e,s,g
e,x,e,t,n,o,p,v,d
e,x,y,t,a,o,p,s,p
e,x,w,f,n,o,e,s,g
e,b,w,t,a,o,p,n,m
p,x,n,t,p,o,p,v,g
e,x,n,t,n,o,p,y,d
e,f,n,f,n,o,e,s,g
e,b,w,t,a,o,p,n,m
e,x,g,f,n,o,e,s,g
e,x,n,t,n,o,p,v,d
e,f,w,f,n,o,e,a,g
e,x,n,f,n,o,p,v,u
e,x,g,f,n,o,p,v,u
e,x,g,f,n,o,p,y,u
e,b,y,t,l,o,p,s,m
e,f,n,f,n,o,p,v,u
e,x,w,f,n,o,e,a,g
e,f,n,t,a,o,p,s,p
e,x,n,t,l,o,p,y,p
e,x,y,t,l,o,p,y,g
e,f,g,f,n,o,e,a,g
e,x,w,t,a,o,p,n,g
e,x,w,t,a,o,p,s,g
e,f,w,f,n,o,e,a,g
e,f,g,f,n,o,e,a,g
p,f,n,t,p,o,p,v,u
e,x,y,t,l,o,p,s,g
e,x,n,f,n,o,e,s,g
e,x,w,f,n,o,e,s,g
e,x,y,t,l,o,p,s,m
e,x,e,t,n,o,p,v,d
e,f,n,t,l,o,p,s,p
e,b,w,t,a,o,p,n,g
p,x,n,t,p,o,p,s,g
e,x,g,f,n,o,e,s,g
e,b,w,t,a,o,p,n,m
e,x,w,t,l,o,p,n,g
e,b,y,t,l,o,p,s,m
e,x,w,t,l,o,p,n,g
e,x,y,t,a,o,p,n,g
e,b,w,t,a,o,p,n,g
e,f,n,f,n,o,e,s,g
p,f,w,t,p,o,p,s,g
e,f,n,f,n,o,e,a,g
e,f,n,f,n,o,e,a,g
p,f,w,t,p,o,p,s,u
e,f,w,f,n,o,e,a,g
e,x,w,f,n,o,e,s,g
e,x,n,f,n,o,e,a,g
e,f,n,f,n,o,e,a,g
e,f,y,t,a,o,p,y,g
e,x,g,f,n,o,e,a,g
e,x,n,f,n,o,e,a,g
p,f,n,t,p,o,p,v,g
e,x,w,f,n,o,e,a,g
e,f,n,f,n,o,e,s,g
e,f,w,f,n,o,e,a,g
e,f,w,f,n,o,e,s,g
e,x,y,t,a,o,p,s,g
e,x,g,f,n,o,e,s,g
e,x,g,f,n,o,e,a,g
e,f,n,f,n,o,e,s,g
e,f,n,f,n,o,e,a,g
e,x,w,f,n,o,e,s,g
e,x,e,t,n,o,p,v,d
e,x,n,f,n,o,e,a,g
p,x,w,t,p,o,p,v,g
e,x,n,t,n,o,p,y,d
e,x,n,f,n,o,e,s,g
p,f,w,t,p,o,p,s,g
e,f,g,f,n,o,e,a,g
e,x,w,f,n,o,e,a,g
e,f,n,f,n,o,e,a,g
e,f,g,f,n,o,e,a,g
e,f,g,f,n,o,e,a,g
e,f,g,f,n,o,e,s,g
e,x,g,f,n,o,e,s,g
e,x,n,f,n,o,e,s,g
p,f,w,t,p,o,p,v,u
e,x,g,f,n,o,e,a,g
p,x,w,t,p,o,p,s,g
p,f,w,t,p,o,p,s,u
e,f,n,f,n,o,e,s,g
e,x,g,f,n,o,e,a,g
e,f,g,f,n,o,e,a,g
e,x,g,f,n,o,e,a,g
e,f,g,f,n,o,e,a,g
e,f,g,f,n,o,e,a,g
e,x,g,t,n,o,p,y,d
e,x,n,t,n,o,p,v,d
e,f,w,f,n,o,e,a,g
p,f,w,t,p,o,p,v,g
p,f,n,t,p,o,p,s,g
e,x,w,f,n,o,e,a,g
p,f,n,t,p,o,p,s,g
e,f,n,f,n,o,e,s,g
e,f,w,f,n,o,e,a,g
p,f,n,t,p,o,p,v,g
p,f,w,t,p,o,p,v,g
p,f,n,t,p,o,p,v,g
p,f,w,t,p,o,p,s,g
e,x,w,f,n,o,e,a,g
e,x,n,t,n,o,p,v,d
e,f,w,f,n,o,e,a,g
e,f,g,f,n,o,e,a,g
p,f,n,t,p,o,p,v,u
e,x,w,f,n,o,e,s,g
e,x,e,t,n,o,p,y,d
e,f,g,f,n,o,e,s,g
e,x,w,f,n,o,e,s,g
p,f,w,t,p,o,p,s,g
e,f,n,f,n,o,e,a,g
e,x,w,f,n,o,e,s,g
p,f,w,t,p,o,p,s,u
e,x,n,f,n,o,e,a,g
e,f,w,f,n,o,e,s,g
e,x,w,f,n,o,e,s,g
e,f,w,f,n,o,e,s,g
e,b,y,t,a,o,p,n,m
e,x,g,f,n,o,e,a,g
e,x,w,f,n,o,e,s,g
e,x,n,f,n,o,e,s,g
e,x,n,f,n,o,e,a,g
e,f,g,f,n,o,e,a,g
p,x,n,t,p,o,p,s,u
e,f,g,f,n,o,e,s,g
e,x,n,t,n,o,p,y,d
e,f,w,f,n,o,e,a,g
e,x,n,t,n,o,p,v,d
e,x,g,f,n,o,e,a,g
e,x,w,f,n,o,e,a,g
p,f,w,t,p,o,p,v,g
p,f,w,t,p,o,p,v,g
e,x,g,f,n,o,e,a,g
e,x,n,t,n,o,p,v,d
e,x,g,f,n,o,e,s,g
e,x,y,t,a,o,p,s,p
e,f,w,f,n,o,e,a,g
e,x,w,f,n,o,e,a,g
e,x,g,f,n,o,e,a,g
e,f,w,f,n,o,e,s,g
e,x,n,t,n,o,p,y,d
e,f,g,f,n,o,e,a,g
e,f,g,f,n,o,e,s,g
e,f,n,f,n,o,e,s,g
e,f,w,f,n,o,e,s,g
e,f,w,f,n,o,e,a,g
e,f,g,f,n,o,e,s,g
e,f,w,f,n,o,e,s,g
e,f,n,f,n,o,e,a,g
p,f,w,t,p,o,p,s,g
e,x,g,f,n,o,e,a,g
e,b,y,t,l,o,p,n,g
e,f,n,f,n,o,e,s,g
e,f,g,f,n,o,e,s,g
e,x,n,t,n,o,p,y,d
e,b,y,t,l,o,p,s,m
e,x,w,f,n,o,e,s,g
e,f,n,t,n,o,p,y,d
p,x,w,t,p,o,p,s,g
e,f,w,f,n,o,e,s,g
p,f,w,t,p,o,p,s,u
e,x,n,f,n,o,e,a,g
e,f,n,f,n,o,e,a,g
e,b,y,t,l,o,p,n,g
e,f,g,f,n,o,e,a,g
e,x,g,f,n,o,e,a,g
e,f,g,f,n,o,e,s,g
e,x,g,f,n,o,e,s,g
e,f,w,f,n,o,e,a,g
p,f,n,t,p,o,p,v,g
e,f,g,f,n,o,e,a,g
e,f,w,f,n,o,e,a,g
e,x,n,t,n,o,p,y,d
e,x,n,f,n,o,e,a,g
e,x,e,t,n,o,p,y,d
e,x,y,t,a,o,p,n,g
e,f,w,f,n,o,e,s,g
e,x,w,f,n,o,e,a,g
e,f,n,f,n,o,e,a,g
p,f,w,t,p,o,p,s,u
e,f,g,t,n,o,p,y,d
e,f,w,f,n,o,e,s,g
e,f,w,f,n,o,e,a,g
p,f,n,t,p,o,p,v,g
e,x,w,f,n,o,e,s,g
e,x,n,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,x,g,t,n,o,p,v,d
e,f,n,f,n,o,e,s,g
e,f,w,f,n,o,e,s,g
e,f,n,f,n,o,e,a,g
e,x,n,f,n,o,e,a,g
e,f,w,f,n,o,e,a,g
e,x,n,f,n,o,e,s,g
e,f,w,f,n,o,e,a,g
e,f,n,f,n,o,e,a,g
e,f,w,f,n,o,e,s,g
e,f,n,f,n,o,e,a,g
p,f,n,t,p,o,p,v,u
e,f,w,f,n,o,e,a,g
e,f,w,f,n,o,e,s,g
e,x,n,f,n,o,e,a,g
e,f,w,f,n,o,e,s,g
e,x,g,f,n,o,e,a,g
e,f,n,f,n,o,e,a,g
e,x,g,t,n,o,p,v,d
e,f,w,f,n,o,e,a,g
e,f,n,f,n,o,e,s,g
e,x,n,f,n,o,e,s,g
e,x,w,f,n,o,e,s,g
e,b,y,t,l,o,p,s,g
p,x,n,t,p,o,p,s,g
p,f,n,t,p,o,p,v,g
e,f,w,f,n,o,e,s,g
e,f,n,f,n,o,e,s,g
p,f,n,t,p,o,p,s,g
e,f,n,f,n,o,e,s,g
p,x,w,t,p,o,p,v,u
e,f,n,f,n,o,e,a,g
p,f,w,t,p,o,p,v,u
e,f,n,f,n,o,e,a,g
e,f,g,f,n,o,e,a,g
e,x,g,f,n,o,e,a,g
e,f,n,f,n,o,e,s,g
e,x,g,t,n,o,p,v,d
e,x,n,t,n,o,p,v,d
e,x,n,f,n,o,e,s,g
e,x,g,t,n,o,p,y,d
e,x,w,f,n,o,e,s,g
e,f,w,f,n,o,e,a,g
e,x,w,f,n,o,e,s,g
e,f,g,f,n,o,e,s,g
e,x,n,t,n,o,p,y,d
e,x,w,f,n,o,e,s,g
e,x,n,f,n,o,e,s,g
e,f,g,f,n,o,e,s,g
p,f,w,t,p,o,p,s,g
e,f,n,f,n,o,e,s,g
e,f,y,t,a,o,p,y,g
e,x,g,t,n,o,p,y,d
e,f,g,f,n,o,e,a,g
e,x,g,f,n,o,e,a,g
p,f,w,t,p,o,p,s,u
e,x,w,f,n,o,e,a,g
e,x,w,f,n,o,e,a,g
e,f,g,f,n,o,e,a,g
e,f,n,f,n,o,e,s,g
e,x,n,f,n,o,e,s,g
e,f,n,f,n,o,e,s,g
e,f,n,f,n,o,e,a,g
e,x,w,f,n,o,e,a,g
e,f,w,f,n,o,e,a,g
e,f,n,f,n,o,e,a,g
e,x,w,t,l,o,p,s,m
e,x,n,f,n,o,e,a,g
e,x,g,f,n,o,e,s,g
e,f,w,f,n,o,e,a,g
p,x,w,t,p,o,p,s,u
e,x,w,f,n,o,e,s,g
e,x,n,t,n,o,p,v,d
e,f,g,f,n,o,e,s,g
e,x,g,f,n,o,e,a,g
e,f,n,f,n,o,e,a,g
e,f,n,f,n,o,e,s,g
e,x,g,f,n,o,e,s,g
e,f,n,t,l,o,p,s,p
p,f,n,t,p,o,p,v,u
e,x,n,f,n,o,e,s,g
e,x,n,t,n,o,p,v,d
p,f,w,t,p,o,p,s,g
p,x,w,t,p,o,p,s,u
p,f,n,t,p,o,p,s,u
e,x,n,t,n,o,p,y,d
e,b,w,t,l,o,p,n,m
p,f,w,t,p,o,p,s,g
e,f,w,f,n,o,e,a,g
e,x,w,f,n,o,e,s,g
e,x,n,t,n,o,p,y,d
e,x,n,f,n,o,e,a,g
e,f,n,f,n,o,e,s,g
e,f,n,f,n,o,e,s,g
p,f,n,t,p,o,p,s,u
p,f,w,t,p,o,p,v,g
e,x,n,f,n,o,e,s,g
e,f,g,f,n,o,e,s,g
e,x,n,t,n,o,p,v,d
e,f,g,f,n,o,e,s,g
e,f,n,f,n,o,e,a,g
p,f,n,t,p,o,p,v,u
e,x,n,f,n,o,e,a,g
p,f,n,t,p,o,p,v,g
e,x,g,f,n,o,e,a,g
e,f,w,f,n,o,e,s,g
e,x,w,f,n,o,e,a,g
e,x,n,t,n,o,p,y,d
e,x,n,f,n,o,e,s,g
p,f,w,t,p,o,p,s,u
e,x,n,t,n,o,p,v,d
e,x,w,f,n,o,e,s,g
e,f,w,f,n,o,e,s,g
e,x,w,t,a,o,p,v,d
e,x,n,f,n,o,e,s,g
e,x,g,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,x,y,t,a,o,p,v,d
e,f,g,f,n,o,e,a,g
e,x,n,f,n,o,e,s,g
e,x,e,t,n,o,p,y,d
e,f,g,f,n,o,e,a,g
p,f,w,t,p,o,p,v,u
e,f,w,f,n,o,e,s,g
e,x,g,f,n,o,e,a,g
e,f,n,f,n,o,e,s,g
e,f,n,f,n,o,e,a,g
e,x,w,f,n,o,e,a,g
p,f,w,t,p,o,p,s,g
e,x,w,f,n,o,e,s,g
e,f,n,f,n,o,e,a,g
e,x,n,f,n,o,e,s,g
e,x,g,f,n,o,e,s,g
e,x,n,f,n,o,e,a,g
e,f,y,t,l,o,p,y,g
p,x,n,t,p,o,p,v,u
e,x,w,f,n,o,e,a,g
e,f,w,f,n,o,e,s,g
e,x,n,f,n,o,e,s,g
p,f,n,t,p,o,p,s,g
e,f,g,f,n,o,e,s,g
p,f,w,t,p,o,p,s,u
e,f,n,f,n,o,e,s,g
e,x,g,f,n,o,e,s,g
e,x,g,f,n,o,e,a,g
e,f,n,f,n,o,e,s,g
e,f,g,f,n,o,e,s,g
e,x,w,f,n,o,e,s,g
e,x,n,f,n,o,e,a,g
e,x,g,f,n,o,e,s,g
e,f,n,f,n,o,e,a,g
e,b,y,t,a,o,p,n,m
e,f,g,f,n,o,e,s,g
e,x,g,f,n,o,e,a,g
e,f,w,f,n,o,e,a,g
e,x,n,t,n,o,p,y,d
p,f,n,t,p,o,p,s,u
e,x,n,t,n,o,p,y,d
e,x,n,f,n,o,e,a,g
e,x,n,t,n,o,p,y,d
e,x,w,f,n,o,e,a,g
e,f,g,f,n,o,e,s,g
e,f,n,f,n,o,e,a,g
e,x,y,t,a,o,p,s,m
e,x,w,t,a,o,p,v,d
e,f,g,f,n,o,e,a,g
e,f,n,f,n,o,e,a,g
e,f,n,f,n,o,e,s,g
e,b,y,t,a,o,p,s,g
e,x,n,f,n,o,e,s,g
e,x,w,t,l,o,p,s,g
e,f,w,f,n,o,e,s,g
e,x,w,f,n,o,e,a,g
e,x,n,f,n,o,e,s,g
e,x,n,f,n,o,e,a,g
e,x,n,f,n,o,e,s,g
e,x,n,t,n,o,p,y,d
e,f,g,f,n,o,e,s,g
e,x,y,t,a,o,p,n,m
e,x,w,f,n,o,e,a,g
p,f,w,t,p,o,p,s,u
e,f,w,f,n,o,e,s,g
p,f,w,t,p,o,p,s,u
e,f,g,f,n,o,e,s,g
e,f,g,f,n,o,e,s,g
p,x,w,t,p,o,p,s,g
e,x,g,f,n,o,e,a,g
p,x,w,t,p,o,p,s,u
e,x,g,f,n,o,e,s,g
e,f,w,f,n,o,e,s,g
p,f,w,t,p,o,p,v,g
e,x,w,f,n,o,e,a,g
e,x,n,f,n,o,e,a,g
e,x,w,f,n,o,e,s,g
e,x,w,f,n,o,e,a,g
e,x,e,t,n,o,p,y,d
p,f,n,t,p,o,p,s,u
e,f,g,f,n,o,e,s,g
